run_id,empresa,tipo,model_id,model_label,api_provider,provider_upstream,doc_id,prompt_id,repetition,ok,error_kind,truncated,finish_reason,attempts,wer,cer,num_f1,html_sem_texto_extra,prompt_tokens,completion_tokens,total_tokens,cost_usd,cost_source,latency_s,saida_formato,ref_n_tokens,hyp_n_tokens,num_n_ref,num_n_hyp,num_acertos,timestamp_utc,pasta,resposta
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1891-08-01_p599,p1,0,True,,False,stop,1,0.015399422521655439,0.00347327091513138,0.8947368421052632,True,4127,4358,8485,0.051834,usage,49.10280660004355,html,1039,1039,19,19,17,2026-09-08T00:06:36Z,chamadas/anthropic__claude-sonnet-5/1891-08-01_p599__p1__r0,resposta.html
20260907-200636,OpenAI,fechado,openai/gpt-5.6-sol,GPT-5.6 Sol,openrouter,OpenAI,1891-08-01_p599,p1,0,True,,False,stop,1,0.014436958614051972,0.006644518272425249,0.9230769230769231,True,3758,4792,8550,0.0573135,usage,86.51196070003789,html,1039,1039,19,20,18,2026-09-08T00:06:36Z,chamadas/openai__gpt-5.6-sol/1891-08-01_p599__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1891-08-01_p600,p1,0,True,,False,stop,1,0.02131979695431472,0.004584255453683212,0.9375,True,4655,3997,8652,0.04928,usage,44.21176390000619,html,985,990,32,32,30,2026-09-08T00:07:26Z,chamadas/anthropic__claude-sonnet-5/1891-08-01_p600__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1891-08-01_p601,p1,0,True,,False,stop,1,0.08622222222222223,0.02313253012048193,0.9415041782729805,True,4165,5156,9321,0.05989,usage,45.83373389998451,html,1125,1157,177,182,169,2026-09-08T00:08:12Z,chamadas/anthropic__claude-sonnet-5/1891-08-01_p601__p1__r0,resposta.html
20260907-200636,OpenAI,fechado,openai/gpt-5.6-sol,GPT-5.6 Sol,openrouter,OpenAI,1891-08-01_p600,p1,0,True,,False,stop,1,0.02233502538071066,0.015491621877963959,0.96875,True,4315,3623,7938,0.047016,usage,55.19543880003039,html,985,992,32,32,31,2026-09-08T00:08:04Z,chamadas/openai__gpt-5.6-sol/1891-08-01_p600__p1__r0,resposta.html
20260907-200636,OpenAI,fechado,openai/gpt-5.6-sol,GPT-5.6 Sol,openrouter,OpenAI,1891-08-01_p601,p1,0,True,,False,stop,1,0.0951111111111111,0.030522088353413655,0.9303621169916434,True,3798,4744,8542,0.0569335,usage,60.957515600021,html,1125,1113,177,182,167,2026-09-08T00:09:00Z,chamadas/openai__gpt-5.6-sol/1891-08-01_p601__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1891-08-01_p606,p1,0,True,,False,stop,1,0.04455106237148732,0.027125840311357473,0.9846153846153846,True,4370,7149,11519,0.08023,usage,66.62273399997503,html,1459,1468,228,227,224,2026-09-08T00:08:59Z,chamadas/anthropic__claude-sonnet-5/1891-08-01_p606__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1900-04-01_p731,p1,0,True,,False,stop,1,0.018090452261306532,0.0029883611198490093,0.9791666666666666,True,4767,4392,9159,0.053454,usage,43.01824909995776,html,995,999,48,48,47,2026-09-08T00:10:06Z,chamadas/anthropic__claude-sonnet-5/1900-04-01_p731__p1__r0,resposta.html
20260907-200636,OpenAI,fechado,openai/gpt-5.6-sol,GPT-5.6 Sol,openrouter,OpenAI,1891-08-01_p606,p1,0,True,,False,stop,1,0.10897875257025359,0.06781460077839367,0.8758169934640522,True,3954,5805,9759,0.0679335,usage,84.40538600005675,html,1459,1521,228,231,201,2026-09-08T00:10:02Z,chamadas/openai__gpt-5.6-sol/1891-08-01_p606__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1900-04-01_p732,p1,0,True,,False,stop,1,0.02810304449648712,0.009369991369744791,0.8039215686274509,True,4840,4908,9748,0.05876,usage,50.157484699971974,html,1281,1284,51,51,41,2026-09-08T00:10:50Z,chamadas/anthropic__claude-sonnet-5/1900-04-01_p732__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1900-04-01_p733,p1,0,True,,False,stop,1,0.06896551724137931,0.016854644531745025,0.839622641509434,True,4831,5132,9963,0.060982,usage,54.297421299968846,html,1305,1338,106,106,89,2026-09-08T00:11:41Z,chamadas/anthropic__claude-sonnet-5/1900-04-01_p733__p1__r0,resposta.html
20260907-200636,OpenAI,fechado,openai/gpt-5.6-sol,GPT-5.6 Sol,openrouter,OpenAI,1900-04-01_p731,p1,0,True,,False,stop,1,0.04723618090452261,0.012268008807801196,0.875,True,4354,5780,10134,0.0686835,usage,85.72702710004523,html,995,995,48,48,42,2026-09-08T00:11:27Z,chamadas/openai__gpt-5.6-sol/1900-04-01_p731__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1900-04-01_p735,p1,0,True,,False,stop,1,0.08879023307436182,0.06551780198341733,0.9201520912547527,True,4840,5623,10463,0.06591,usage,48.58933019998949,html,901,899,135,128,121,2026-09-08T00:12:37Z,chamadas/anthropic__claude-sonnet-5/1900-04-01_p735__p1__r0,resposta.html
20260907-200636,OpenAI,fechado,openai/gpt-5.6-sol,GPT-5.6 Sol,openrouter,OpenAI,1900-04-01_p732,p1,0,True,,False,stop,1,0.0585480093676815,0.020835901861669337,0.6732673267326733,True,4647,4058,8705,0.052196,usage,64.39107990008779,html,1281,1283,51,50,34,2026-09-08T00:12:54Z,chamadas/openai__gpt-5.6-sol/1900-04-01_p732__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1910-04-01_p985,p1,0,True,,False,stop,1,0.027745664739884393,0.006904714933912014,1.0,True,4461,4040,8501,0.049322,usage,37.70373319997452,html,865,870,45,45,45,2026-09-08T00:13:26Z,chamadas/anthropic__claude-sonnet-5/1910-04-01_p985__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1910-04-01_p986,p1,0,True,,False,stop,1,0.016574585635359115,0.003026808878639377,0.9,True,4355,3763,8118,0.04634,usage,42.95831310003996,html,1086,1086,10,10,9,2026-09-08T00:14:05Z,chamadas/anthropic__claude-sonnet-5/1910-04-01_p986__p1__r0,resposta.html
20260907-200636,OpenAI,fechado,openai/gpt-5.6-sol,GPT-5.6 Sol,openrouter,OpenAI,1900-04-01_p733,p1,0,True,,False,stop,1,0.0896551724137931,0.029654036243822075,0.631578947368421,True,4422,4344,8766,0.0544935,usage,74.66632269998081,html,1305,1317,106,103,66,2026-09-08T00:14:00Z,chamadas/openai__gpt-5.6-sol/1900-04-01_p733__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1910-04-01_p995,p1,0,True,,False,stop,1,0.0549777117384844,0.02653316645807259,0.9423558897243106,True,4548,6546,11094,0.074556,usage,51.28047530003823,html,673,674,200,199,188,2026-09-08T00:14:49Z,chamadas/anthropic__claude-sonnet-5/1910-04-01_p995__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1920-04-01_p2085,p1,0,True,,False,stop,1,0.021468926553672316,0.014810648668916385,0.9500000000000001,True,4826,4400,9226,0.053652,usage,42.306943099945784,html,885,891,60,60,57,2026-09-08T00:15:41Z,chamadas/anthropic__claude-sonnet-5/1920-04-01_p2085__p1__r0,resposta.html
20260907-200636,OpenAI,fechado,openai/gpt-5.6-sol,GPT-5.6 Sol,openrouter,OpenAI,1900-04-01_p735,p1,0,True,,False,stop,1,0.13984461709211987,0.10941310356039669,0.7940074906367041,True,4500,4846,9346,0.0597085,usage,81.22789889993146,html,901,912,135,132,106,2026-09-08T00:15:15Z,chamadas/openai__gpt-5.6-sol/1900-04-01_p735__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1920-04-01_p2099,p1,0,True,,False,stop,1,0.01782304264799491,0.007132667617689016,1.0,True,4851,4669,9520,0.056392,usage,55.11638889997266,html,1571,1568,29,29,29,2026-09-08T00:16:25Z,chamadas/anthropic__claude-sonnet-5/1920-04-01_p2099__p1__r0,resposta.html
20260907-200636,OpenAI,fechado,openai/gpt-5.6-sol,GPT-5.6 Sol,openrouter,OpenAI,1910-04-01_p985,p1,0,True,,False,stop,1,0.03121387283236994,0.00907476819885579,0.9777777777777777,True,4110,4318,8428,0.0534535,usage,64.73263139999472,html,865,866,45,45,44,2026-09-08T00:16:37Z,chamadas/openai__gpt-5.6-sol/1910-04-01_p985__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1930-04-01_p3190,p1,0,True,,False,stop,1,0.029310344827586206,0.006676136363636363,0.9696969696969697,True,4745,4721,9466,0.0567,usage,47.26917470002081,html,1160,1160,66,66,64,2026-09-08T00:17:21Z,chamadas/anthropic__claude-sonnet-5/1930-04-01_p3190__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1930-04-01_p3192,p1,0,True,,False,stop,1,0.04356636271529889,0.008984867591424969,1.0,True,4820,5586,10406,0.0655,usage,49.927591099985875,html,987,978,120,120,120,2026-09-08T00:18:09Z,chamadas/anthropic__claude-sonnet-5/1930-04-01_p3192__p1__r0,resposta.html
20260907-200636,OpenAI,fechado,openai/gpt-5.6-sol,GPT-5.6 Sol,openrouter,OpenAI,1910-04-01_p986,p1,0,True,,False,stop,1,0.029465930018416207,0.008936292879792447,0.8000000000000002,True,3997,5049,9046,0.060481,usage,88.38001960003749,html,1086,1087,10,10,8,2026-09-08T00:17:43Z,chamadas/openai__gpt-5.6-sol/1910-04-01_p986__p1__r0,resposta.html
20260907-200636,Anthropic,fechado,anthropic/claude-sonnet-5,Claude Sonnet 5,openrouter,Anthropic,1930-04-01_p3201,p1,0,True,,False,stop,1,0.05256064690026954,0.023084780388151174,0.9424460431654677,True,4670,7883,12553,0.08817,usage,59.70267409994267,html,742,724,139,139,131,2026-09-08T00:19:00Z,chamadas/anthropic__claude-sonnet-5/1930-04-01_p3201__p1__r0,resposta.html
