run_id,empresa,tipo,model_id,model_label,api_provider,provider_upstream,doc_id,prompt_id,repetition,ok,error_kind,truncated,finish_reason,attempts,wer,cer,num_f1,html_sem_texto_extra,prompt_tokens,completion_tokens,total_tokens,cost_usd,cost_source,latency_s,saida_formato,ref_n_tokens,hyp_n_tokens,num_n_ref,num_n_hyp,num_acertos,timestamp_utc,pasta,resposta
20260907-204816,Moonshot,aberto,moonshotai/kimi-k3,Kimi K3,openrouter,Moonshot AI,1891-08-01_p599,p1,0,True,,False,stop,1,0.012512030798845043,0.004228329809725159,0.9473684210526315,True,4191,2708,6899,0.053193,usage,79.14990600000601,html,1039,1037,19,19,18,2026-09-08T00:48:16Z,chamadas/moonshotai__kimi-k3/1891-08-01_p599__p1__r0,resposta.html
20260907-204816,Anthropic,fechado,anthropic/claude-opus-5,Claude Opus 5,openrouter,Anthropic,1891-08-01_p599,p1,0,True,,False,stop,1,0.007699711260827719,0.002718212020537602,0.8947368421052632,True,4127,7039,11166,0.19661,usage,81.34106799995061,html,1039,1038,19,19,17,2026-09-08T00:50:14Z,chamadas/anthropic__claude-opus-5/1891-08-01_p599__p1__r0,resposta.html
20260907-204816,Anthropic,fechado,anthropic/claude-opus-5,Claude Opus 5,openrouter,Anthropic,1891-08-01_p600,p1,0,True,,False,stop,1,0.013197969543147208,0.003635788808093582,0.9375,True,4655,7245,11900,0.2044,usage,82.23458129994106,html,985,985,32,32,30,2026-09-08T00:51:36Z,chamadas/anthropic__claude-opus-5/1891-08-01_p600__p1__r0,resposta.html
20260907-204816,Anthropic,fechado,anthropic/claude-opus-5,Claude Opus 5,openrouter,Anthropic,1891-08-01_p601,p1,0,True,,False,stop,1,0.057777777777777775,0.018152610441767067,0.9887005649717514,True,4165,6022,10187,0.171375,usage,66.69192399992608,html,1125,1111,177,177,175,2026-09-08T00:52:59Z,chamadas/anthropic__claude-opus-5/1891-08-01_p601__p1__r0,resposta.html
20260907-204816,Anthropic,fechado,anthropic/claude-opus-5,Claude Opus 5,openrouter,Anthropic,1891-08-01_p606,p1,0,True,,False,stop,1,0.021247429746401644,0.012619412666588042,0.9868421052631579,True,4370,7681,12051,0.213875,usage,86.17111929995008,html,1459,1470,228,228,225,2026-09-08T00:54:07Z,chamadas/anthropic__claude-opus-5/1891-08-01_p606__p1__r0,resposta.html
20260907-204816,Anthropic,fechado,anthropic/claude-opus-5,Claude Opus 5,openrouter,Anthropic,1900-04-01_p731,p1,0,True,,False,stop,1,0.011055276381909548,0.006920415224913495,0.9791666666666666,True,4767,4947,9714,0.14751,usage,62.04391480004415,html,995,997,48,48,47,2026-09-08T00:55:34Z,chamadas/anthropic__claude-opus-5/1900-04-01_p731__p1__r0,resposta.html
20260907-204816,Anthropic,fechado,anthropic/claude-opus-5,Claude Opus 5,openrouter,Anthropic,1900-04-01_p732,p1,0,True,,False,stop,1,0.01014832162373146,0.007027493527308594,0.9019607843137255,True,4840,9088,13928,0.2514,usage,103.74389550008345,html,1281,1282,51,51,46,2026-09-08T00:56:37Z,chamadas/anthropic__claude-opus-5/1900-04-01_p732__p1__r0,resposta.html
20260907-204816,Anthropic,fechado,anthropic/claude-opus-5,Claude Opus 5,openrouter,Anthropic,1900-04-01_p733,p1,0,True,,False,stop,1,0.059770114942528735,0.016221011278671905,0.8490566037735849,True,4831,10537,15368,0.28758,usage,116.36226150009315,html,1305,1340,106,106,90,2026-09-08T00:58:22Z,chamadas/anthropic__claude-opus-5/1900-04-01_p733__p1__r0,resposta.html
20260907-204816,Anthropic,fechado,anthropic/claude-opus-5,Claude Opus 5,openrouter,Anthropic,1900-04-01_p735,p1,0,True,,False,stop,1,0.04772475027746948,0.04243212485774671,0.966542750929368,True,4840,8778,13618,0.24365,usage,93.53057760000229,html,901,903,135,134,130,2026-09-08T01:00:19Z,chamadas/anthropic__claude-opus-5/1900-04-01_p735__p1__r0,resposta.html
20260907-204816,Anthropic,fechado,anthropic/claude-opus-5,Claude Opus 5,openrouter,Anthropic,1910-04-01_p985,p1,0,True,,False,stop,1,0.004624277456647399,0.0005918327086210298,1.0,True,4461,4563,9024,0.13638,usage,52.927157500060275,html,865,866,45,45,45,2026-09-08T01:01:54Z,chamadas/anthropic__claude-opus-5/1910-04-01_p985__p1__r0,resposta.html
