run_id,empresa,tipo,model_id,model_label,api_provider,provider_upstream,doc_id,prompt_id,repetition,ok,error_kind,truncated,finish_reason,attempts,wer,cer,num_f1,html_sem_texto_extra,prompt_tokens,completion_tokens,total_tokens,cost_usd,cost_source,latency_s,saida_formato,ref_n_tokens,hyp_n_tokens,num_n_ref,num_n_hyp,num_acertos,timestamp_utc,pasta,resposta
20260907-221713,OpenDataLab,aberto,opendatalab/mineru-pipeline,MinerU pipeline,mineru,local,1891-08-01_p606,p0,0,True,,False,stop,1,0.2131596984235778,0.05708220308998703,0.9175946547884186,,,,,0.0,local,127.46610049996525,markdown,1459,1425,228,221,206,2026-09-08T02:17:14Z,chamadas/opendatalab__mineru-pipeline/1891-08-01_p606__p0__r0,resposta.md
20260907-221713,OpenDataLab,aberto,opendatalab/mineru-vlm,MinerU vlm-engine,mineru,local,1891-08-01_p606,p0,0,True,,False,stop,1,0.10349554489376285,0.04104257577544522,0.9471365638766519,,,,,0.0,local,458.6943760999711,markdown,1459,1463,228,226,215,2026-09-08T02:19:22Z,chamadas/opendatalab__mineru-vlm/1891-08-01_p606__p0__r0,resposta.md
20260907-221713,OpenDataLab,aberto,opendatalab/mineru-hybrid,MinerU hybrid (medium),mineru,local,1891-08-01_p606,p0,0,True,,False,stop,1,0.10897875257025359,0.03337657742658332,0.9192825112107623,,,,,0.0,local,247.0139861999778,markdown,1459,1439,228,218,205,2026-09-08T02:27:02Z,chamadas/opendatalab__mineru-hybrid/1891-08-01_p606__p0__r0,resposta.md
20260907-221713,OpenDataLab,aberto,opendatalab/mineru-hybrid-high,MinerU hybrid (high),mineru,local,1891-08-01_p606,p0,0,True,,False,stop,1,0.10349554489376285,0.04104257577544522,0.9471365638766519,,,,,0.0,local,415.5013111999724,markdown,1459,1463,228,226,215,2026-09-08T02:31:10Z,chamadas/opendatalab__mineru-hybrid-high/1891-08-01_p606__p0__r0,resposta.md
20260907-221713,OpenDataLab,aberto,opendatalab/mineru-pipeline,MinerU pipeline,mineru,local,1891-08-01_p599,p0,0,True,,False,stop,1,0.13185755534167468,0.028692237994563576,0.8421052631578947,,,,,0.0,local,153.61676200001966,markdown,1039,1022,19,19,16,2026-09-08T02:54:55Z,chamadas/opendatalab__mineru-pipeline/1891-08-01_p599__p0__r0,resposta.md
20260907-221713,OpenDataLab,aberto,opendatalab/mineru-pipeline,MinerU pipeline,mineru,local,1891-08-01_p600,p0,0,True,,False,stop,1,0.9126903553299492,1.02560859943092,0.7272727272727272,,,,,0.0,local,63.36873789993115,texto,985,881,32,34,24,2026-09-08T02:57:30Z,chamadas/opendatalab__mineru-pipeline/1891-08-01_p600__p0__r0,resposta.txt
20260907-221713,OpenDataLab,aberto,opendatalab/mineru-pipeline,MinerU pipeline,mineru,local,1891-08-01_p601,p0,0,True,,False,stop,1,0.18666666666666668,0.08273092369477912,0.7159090909090909,,,,,0.0,local,55.92569830000866,markdown,1125,1061,177,175,126,2026-09-08T02:58:34Z,chamadas/opendatalab__mineru-pipeline/1891-08-01_p601__p0__r0,resposta.md
20260907-221713,OpenDataLab,aberto,opendatalab/mineru-pipeline,MinerU pipeline,mineru,local,1900-04-01_p731,p0,0,True,,False,stop,1,0.28743718592964823,0.06480025165146272,0.7184466019417476,,,,,0.0,local,63.90635279996786,markdown,995,991,48,55,37,2026-09-08T02:59:31Z,chamadas/opendatalab__mineru-pipeline/1900-04-01_p731__p0__r0,resposta.md
20260907-221713,OpenDataLab,aberto,opendatalab/mineru-pipeline,MinerU pipeline,mineru,local,1900-04-01_p732,p0,0,True,,False,stop,1,0.32084309133489464,0.08001479472321539,0.3442622950819672,,,,,0.0,local,61.1499631999759,markdown,1281,1300,51,71,21,2026-09-08T03:00:36Z,chamadas/opendatalab__mineru-pipeline/1900-04-01_p732__p0__r0,resposta.md
20260907-221713,OpenDataLab,aberto,opendatalab/mineru-pipeline,MinerU pipeline,mineru,local,1900-04-01_p733,p0,0,True,,False,stop,1,0.47203065134099614,0.13800532251932582,0.5181818181818182,,,,,0.0,local,87.68269509996753,markdown,1305,1318,106,114,57,2026-09-08T03:01:38Z,chamadas/opendatalab__mineru-pipeline/1900-04-01_p733__p0__r0,resposta.md
