run_id,empresa,tipo,model_id,model_label,api_provider,provider_upstream,doc_id,prompt_id,repetition,ok,error_kind,truncated,finish_reason,attempts,wer,cer,num_f1,html_sem_texto_extra,prompt_tokens,completion_tokens,total_tokens,cost_usd,cost_source,latency_s,saida_formato,ref_n_tokens,hyp_n_tokens,num_n_ref,num_n_hyp,num_acertos,timestamp_utc,pasta,resposta
20260907-153806,Google,fechado,google/gemini-3.7-flash,Gemini 3.7 Flash,gemini,,1891-08-01_p599,p1,0,False,servidor,False,,4,,,,,,,,,,,,,,,,,2026-09-07T19:38:06Z,chamadas/google__gemini-3.7-flash/1891-08-01_p599__p1__r0,
20260907-153806,Google,fechado,google/gemini-3.7-flash,Gemini 3.7 Flash,gemini,,1891-08-01_p600,p1,0,False,servidor,False,,4,,,,,,,,,,,,,,,,,2026-09-07T19:41:41Z,chamadas/google__gemini-3.7-flash/1891-08-01_p600__p1__r0,
20260907-153806,Google,fechado,google/gemini-3.7-flash,Gemini 3.7 Flash,gemini,,1891-08-01_p601,p1,0,False,servidor,False,,4,,,,,,,,,,,,,,,,,2026-09-07T19:44:21Z,chamadas/google__gemini-3.7-flash/1891-08-01_p601__p1__r0,
20260907-153806,Google,fechado,google/gemini-3.7-flash,Gemini 3.7 Flash,gemini,,1891-08-01_p606,p1,0,False,servidor,False,,4,,,,,,,,,,,,,,,,,2026-09-07T19:47:44Z,chamadas/google__gemini-3.7-flash/1891-08-01_p606__p1__r0,
20260907-153806,Google,fechado,google/gemini-3.7-flash,Gemini 3.7 Flash,gemini,google,1900-04-01_p731,p1,0,True,,False,STOP,4,0.008040201005025126,0.00550487574709028,0.9583333333333334,True,1137,6582,7719,0.02553525,tabela_precos,34.08945730002597,html,995,995,48,48,46,2026-09-07T19:52:15Z,chamadas/google__gemini-3.7-flash/1900-04-01_p731__p1__r0,resposta.html
20260907-153806,Google,fechado,google/gemini-3.7-flash,Gemini 3.7 Flash,gemini,,1900-04-01_p732,p1,0,False,rate_limit,False,,4,,,,,,,,,,,,,,,,,2026-09-07T19:55:40Z,chamadas/google__gemini-3.7-flash/1900-04-01_p732__p1__r0,
20260907-153806,Google,fechado,google/gemini-3.7-flash,Gemini 3.7 Flash,gemini,,1900-04-01_p733,p1,0,False,servidor,False,,4,,,,,,,,,,,,,,,,,2026-09-07T19:59:00Z,chamadas/google__gemini-3.7-flash/1900-04-01_p733__p1__r0,
20260907-153806,Google,fechado,google/gemini-3.7-flash,Gemini 3.7 Flash,gemini,,1900-04-01_p735,p1,0,False,rate_limit,False,,4,,,,,,,,,,,,,,,,,2026-09-07T20:04:39Z,chamadas/google__gemini-3.7-flash/1900-04-01_p735__p1__r0,
20260907-153806,Google,fechado,google/gemini-3.7-flash,Gemini 3.7 Flash,gemini,,1910-04-01_p985,p1,0,False,rate_limit,False,,4,,,,,,,,,,,,,,,,,2026-09-07T20:08:45Z,chamadas/google__gemini-3.7-flash/1910-04-01_p985__p1__r0,
20260907-153806,Google,fechado,google/gemini-3.7-flash,Gemini 3.7 Flash,gemini,,1891-08-01_p599,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T19:16:53Z,chamadas/google__gemini-3.7-flash/1891-08-01_p599__p1__r0,
