run_id,empresa,tipo,model_id,model_label,api_provider,provider_upstream,doc_id,prompt_id,repetition,ok,error_kind,truncated,finish_reason,attempts,wer,cer,num_f1,html_sem_texto_extra,prompt_tokens,completion_tokens,total_tokens,cost_usd,cost_source,latency_s,saida_formato,ref_n_tokens,hyp_n_tokens,num_n_ref,num_n_hyp,num_acertos,timestamp_utc,pasta,resposta
20260907-192052,Google,fechado,google/gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,gemini,,1891-08-01_p599,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-07T23:20:52Z,chamadas/google__gemini-3.5-flash-lite/1891-08-01_p599__p1__r0,
20260907-192052,Google,fechado,google/gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,gemini,google,1891-08-01_p599,p1,0,True,,False,STOP,1,0.03176130895091434,0.010419812745394141,0.8947368421052632,True,1125,3333,4458,0.00867,tabela_precos,33.05001949996222,html,1039,1038,19,19,17,2026-09-07T23:22:15Z,chamadas/google__gemini-3.5-flash-lite/1891-08-01_p599__p1__r0,resposta.html
20260907-192052,Google,fechado,google/gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,gemini,,1891-08-01_p600,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-07T23:23:00Z,chamadas/google__gemini-3.5-flash-lite/1891-08-01_p600__p1__r0,
20260907-192052,Google,fechado,google/gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,gemini,,1891-08-01_p601,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-07T23:23:22Z,chamadas/google__gemini-3.5-flash-lite/1891-08-01_p601__p1__r0,
20260907-192052,Google,fechado,google/gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,gemini,google,1891-08-01_p606,p1,0,True,,False,STOP,1,0.13845099383139137,0.05708220308998703,0.9513274336283186,True,1154,5346,6500,0.013711200000000002,tabela_precos,18.777736600022763,html,1459,1558,228,224,215,2026-09-07T23:24:46Z,chamadas/google__gemini-3.5-flash-lite/1891-08-01_p606__p1__r0,resposta.html
20260907-192052,Google,fechado,google/gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,gemini,,1900-04-01_p731,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-07T23:25:04Z,chamadas/google__gemini-3.5-flash-lite/1900-04-01_p731__p1__r0,
20260907-192052,Google,fechado,google/gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,gemini,google,1900-04-01_p732,p1,0,True,,False,STOP,1,0.09445745511319281,0.027370237948465048,0.6730769230769231,True,1137,3504,4641,0.0091011,tabela_precos,16.804836899973452,html,1281,1292,51,53,35,2026-09-07T23:25:07Z,chamadas/google__gemini-3.5-flash-lite/1900-04-01_p732__p1__r0,resposta.html
20260907-192052,Google,fechado,google/gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,gemini,google,1900-04-01_p733,p1,0,True,,False,STOP,1,0.12950191570881225,0.05728044607781017,0.7348837209302326,True,1137,4240,5377,0.0109411,tabela_precos,15.381736200070009,html,1305,1356,106,109,79,2026-09-07T23:25:25Z,chamadas/google__gemini-3.5-flash-lite/1900-04-01_p733__p1__r0,resposta.html
20260907-192052,Google,fechado,google/gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,gemini,google,1900-04-01_p735,p1,0,True,,False,STOP,1,0.10654827968923418,0.10112176881807836,0.8527131782945737,True,1137,4344,5481,0.0112011,tabela_precos,35.684220999944955,html,901,890,135,123,110,2026-09-07T23:25:40Z,chamadas/google__gemini-3.5-flash-lite/1900-04-01_p735__p1__r0,resposta.html
20260907-192052,Google,fechado,google/gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,gemini,google,1910-04-01_p985,p1,0,True,,False,STOP,1,0.027745664739884393,0.005721049516669955,0.9555555555555556,True,1125,3183,4308,0.008295,tabela_precos,27.386028499924578,html,865,866,45,45,43,2026-09-07T23:26:16Z,chamadas/google__gemini-3.5-flash-lite/1910-04-01_p985__p1__r0,resposta.html
