# ====================================================================
# PALAVRAS EM DESACORDO COM A NORMA ORTOGRAFICA ATUAL
# Documento : Diario Official - Sexta-feira, 1 de Abril de 1910 - pag. 986
# Arquivos  : 1910-04-01_p986.html / 1910_0986_Facil.jpg
# Fonte     : texto da transcricao em HTML  --  RASCUNHO NAO CONFERIDO
# Gerado em : 2026-09-01
# --------------------------------------------------------------------
# ATENCAO   : esta lista foi extraida de uma transcricao AUTOMATICA que
#             ainda nao foi conferida contra a imagem. Uma grafia que o
#             transcritor tenha modernizado por conta propria nao aparece
#             aqui - e justamente a que mais importa. Confira a lista
#             contra o fac-simile antes de por 1910-04-01_p986 em dataset.active.
# --------------------------------------------------------------------
# FORMATO   : TSV (separador = TAB), codificacao UTF-8 (sem BOM)
# Linhas iniciadas por '#' sao comentario: descartar ao processar.
# Colunas   : grupo <TAB> forma_epoca <TAB> forma_atual <TAB> obs
# Uso       : 'forma_epoca' e a grafia esperada no fac-simile.
#             Se a transcricao trouxer 'forma_atual' no lugar dela,
#             houve MODERNIZACAO indevida.
# Grupos    : consoantes_dobradas_mudas, digrafos_gregos, alternancia_s_z, acento_ausente, acento_hoje_inexistente, vocabulario_morfologia, nome_proprio_toponimo
# Total     : 95 linhas de dados
# ====================================================================
grupo	forma_epoca	forma_atual	obs


# [consoantes_dobradas_mudas] Consoantes dobradas e consoantes mudas (cc, ct, pt, pp, ll, mm, nn, ss, ff, bb) eliminadas pelas reformas de 1911/1943/1971
consoantes_dobradas_mudas	accessorios	acessórios	tambem falta acento
consoantes_dobradas_mudas	accionistas	acionistas	
consoantes_dobradas_mudas	accrescimo	acréscimo	tambem falta acento
consoantes_dobradas_mudas	acções	ações	
consoantes_dobradas_mudas	adoptada	adotada	
consoantes_dobradas_mudas	adoptados	adotados	
consoantes_dobradas_mudas	adoptar	adotar	
consoantes_dobradas_mudas	annos	anos	
consoantes_dobradas_mudas	annunciando	anunciando	
consoantes_dobradas_mudas	approvada	aprovada	
consoantes_dobradas_mudas	approvadas	aprovadas	
consoantes_dobradas_mudas	approvado	aprovado	
consoantes_dobradas_mudas	approvação	aprovação	
consoantes_dobradas_mudas	approximativo	aproximativo	
consoantes_dobradas_mudas	collocadas	colocadas	
consoantes_dobradas_mudas	comtanto	contanto	m antes de t
consoantes_dobradas_mudas	conjunctamente	conjuntamente	
consoantes_dobradas_mudas	construcção	construção	
consoantes_dobradas_mudas	contractos	contratos	
consoantes_dobradas_mudas	differenciaes	diferenciais	tambem plural em -aes
consoantes_dobradas_mudas	differentes	diferentes	
consoantes_dobradas_mudas	effeitos	efeitos	
consoantes_dobradas_mudas	ellas	elas	
consoantes_dobradas_mudas	emquanto	enquanto	m antes de q
consoantes_dobradas_mudas	encommendas	encomendas	
consoantes_dobradas_mudas	esgottado	esgotado	
consoantes_dobradas_mudas	exgottos	esgotos	
consoantes_dobradas_mudas	intervallados	intervalados	
consoantes_dobradas_mudas	mattas	matas	
consoantes_dobradas_mudas	offerecerem	oferecerem	
consoantes_dobradas_mudas	official	oficial	
consoantes_dobradas_mudas	projectos	projetos	
consoantes_dobradas_mudas	prorogação	prorrogação	r simples por rr
consoantes_dobradas_mudas	rectos	retos	
