run_id,empresa,tipo,model_id,model_label,api_provider,provider_upstream,doc_id,prompt_id,repetition,ok,error_kind,truncated,finish_reason,attempts,wer,cer,num_f1,html_sem_texto_extra,prompt_tokens,completion_tokens,total_tokens,cost_usd,cost_source,latency_s,saida_formato,ref_n_tokens,hyp_n_tokens,num_n_ref,num_n_hyp,num_acertos,timestamp_utc,pasta,resposta
20260907-163746,Alibaba,aberto,qwen/qwen3-vl-235b-a22b-instruct,Qwen3-VL 235B,openrouter,Alibaba,1891-08-01_p599,p1,0,True,,False,stop,1,0.0712223291626564,0.04439746300211417,0.9473684210526315,True,2577,2493,5070,0.00326274,usage,44.2877086000517,html,1039,1002,19,19,18,2026-09-07T20:37:46Z,chamadas/qwen__qwen3-vl-235b-a22b-instruct/1891-08-01_p599__p1__r0,resposta.html
20260907-163746,Alibaba,aberto,qwen/qwen3-vl-235b-a22b-instruct,Qwen3-VL 235B,openrouter,Alibaba,1891-08-01_p600,p1,0,True,,False,stop,1,0.6700507614213198,0.6406892190957951,0.6666666666666666,False,2589,1154,3743,0.0018733,usage,22.75322509999387,html,985,454,32,16,16,2026-09-07T20:38:32Z,chamadas/qwen__qwen3-vl-235b-a22b-instruct/1891-08-01_p600__p1__r0,resposta.html
20260907-163746,Alibaba,fechado,qwen/qwen3.7-plus,Qwen3.7 Plus,openrouter,Alibaba,1891-08-01_p599,p1,0,True,,False,stop,1,0.009624639076034648,0.003624282694050136,1.0,True,2573,5682,8255,0.00809632,usage,101.0646191999549,html,1039,1040,19,19,19,2026-09-07T20:37:46Z,chamadas/qwen__qwen3.7-plus/1891-08-01_p599__p1__r0,resposta.html
20260907-163746,Alibaba,aberto,qwen/qwen3-vl-235b-a22b-instruct,Qwen3-VL 235B,openrouter,Alibaba,1891-08-01_p601,p1,0,True,,False,stop,1,0.10666666666666667,0.038714859437751006,0.9415041782729805,True,2606,3801,6407,0.0046306,usage,70.55097320000641,html,1125,1117,177,182,169,2026-09-07T20:38:55Z,chamadas/qwen__qwen3-vl-235b-a22b-instruct/1891-08-01_p601__p1__r0,resposta.html
20260907-163746,Alibaba,fechado,qwen/qwen3.7-plus,Qwen3.7 Plus,openrouter,Alibaba,1891-08-01_p600,p1,0,True,,False,stop,1,0.030456852791878174,0.008378122036041732,0.9375,True,2585,2891,5476,0.00452768,usage,53.14232860004995,html,985,983,32,32,30,2026-09-07T20:39:28Z,chamadas/qwen__qwen3.7-plus/1891-08-01_p600__p1__r0,resposta.html
20260907-163746,Alibaba,aberto,qwen/qwen3-vl-235b-a22b-instruct,Qwen3-VL 235B,openrouter,Alibaba,1891-08-01_p606,p1,0,True,,False,stop,1,0.7532556545579164,0.733223257459606,0.05128205128205127,False,2577,1489,4066,0.00221858,usage,38.85622489999514,html,1459,385,228,6,6,2026-09-07T20:40:07Z,chamadas/qwen__qwen3-vl-235b-a22b-instruct/1891-08-01_p606__p1__r0,resposta.html
20260907-163746,Alibaba,aberto,qwen/qwen3-vl-235b-a22b-instruct,Qwen3-VL 235B,openrouter,Alibaba,1900-04-01_p731,p1,0,True,,False,stop,1,0.06834170854271357,0.012425290972003775,0.8958333333333334,True,2560,2707,5267,0.00348088,usage,80.54400130000431,html,995,995,48,48,43,2026-09-07T20:40:47Z,chamadas/qwen__qwen3-vl-235b-a22b-instruct/1900-04-01_p731__p1__r0,resposta.html
20260907-163746,Alibaba,fechado,qwen/qwen3.7-plus,Qwen3.7 Plus,openrouter,Alibaba,1891-08-01_p601,p1,0,True,,False,stop,1,0.08177777777777778,0.02891566265060241,0.9303621169916434,True,2602,7159,9761,0.00999616,usage,125.61907549994066,html,1125,1123,177,182,167,2026-09-07T20:40:23Z,chamadas/qwen__qwen3.7-plus/1891-08-01_p601__p1__r0,resposta.html
20260907-163746,Alibaba,aberto,qwen/qwen3-vl-235b-a22b-instruct,Qwen3-VL 235B,openrouter,Alibaba,1900-04-01_p732,p1,0,True,,False,stop,1,0.0702576112412178,0.01837011465910492,0.6470588235294118,True,2560,3302,5862,0.00409968,usage,103.3227108999854,html,1281,1281,51,51,33,2026-09-07T20:42:08Z,chamadas/qwen__qwen3-vl-235b-a22b-instruct/1900-04-01_p732__p1__r0,resposta.html
20260907-163746,Alibaba,fechado,qwen/qwen3.7-plus,Qwen3.7 Plus,openrouter,Alibaba,1891-08-01_p606,p1,0,True,,False,stop,1,0.06305688827964359,0.02571057907772143,0.9186813186813186,True,2573,6820,9393,0.00955296,usage,119.49996909999754,html,1459,1466,228,227,209,2026-09-07T20:42:29Z,chamadas/qwen__qwen3.7-plus/1891-08-01_p606__p1__r0,resposta.html
